GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMPWE001,AMPWE002,AMPWE003,AMPWE004,AMPWE005,AMPWE006,AMPWE007,AMPWE008,AMPWE009,AMPWE010,NAME_M,AMPWM001,AMPWM002,AMPWM003,AMPWM004,AMPWM005,AMPWM006,AMPWM007,AMPWM008,AMPWM009,AMPWM010
"G25000309231002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"923100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039231002",,,"Block Group 2, Census Tract 9231, Berkshire County, Massachusetts",944,841,7,8,0,0,0,88,0,88,"Block Group 2, Census Tract 9231, Berkshire County, Massachusetts",214,218,13,15,13,13,13,52,13,52
"G25000309231003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"923100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039231003",,,"Block Group 3, Census Tract 9231, Berkshire County, Massachusetts",1243,1211,22,7,0,0,0,3,0,3,"Block Group 3, Census Tract 9231, Berkshire County, Massachusetts",235,232,37,15,13,13,13,7,13,7
"G25000309241001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"924100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039241001",,,"Block Group 1, Census Tract 9241, Berkshire County, Massachusetts",637,606,0,0,13,0,0,18,0,18,"Block Group 1, Census Tract 9241, Berkshire County, Massachusetts",137,141,13,13,17,13,13,21,13,21
"G25000309241002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"924100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039241002",,,"Block Group 2, Census Tract 9241, Berkshire County, Massachusetts",756,618,62,6,34,0,27,9,9,0,"Block Group 2, Census Tract 9241, Berkshire County, Massachusetts",261,204,82,11,53,13,42,18,18,13
"G25000309241003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"924100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039241003",,,"Block Group 3, Census Tract 9241, Berkshire County, Massachusetts",444,444,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9241, Berkshire County, Massachusetts",212,212,13,13,13,13,13,13,13,13
"G25000309251011","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"925101","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039251011",,,"Block Group 1, Census Tract 9251.01, Berkshire County, Massachusetts",396,379,0,0,0,0,0,17,0,17,"Block Group 1, Census Tract 9251.01, Berkshire County, Massachusetts",198,201,13,13,13,13,13,27,13,27
"G25000309251012","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"925101","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039251012",,,"Block Group 2, Census Tract 9251.01, Berkshire County, Massachusetts",1204,835,154,0,163,0,0,52,52,0,"Block Group 2, Census Tract 9251.01, Berkshire County, Massachusetts",364,203,178,13,196,13,13,60,60,13
"G25000309251021","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"925102","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039251021",,,"Block Group 1, Census Tract 9251.02, Berkshire County, Massachusetts",2406,2155,142,0,28,0,52,29,2,27,"Block Group 1, Census Tract 9251.02, Berkshire County, Massachusetts",428,427,69,13,29,13,62,30,5,30
"G25000309251022","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"925102","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039251022",,,"Block Group 2, Census Tract 9251.02, Berkshire County, Massachusetts",601,546,0,0,0,0,55,0,0,0,"Block Group 2, Census Tract 9251.02, Berkshire County, Massachusetts",307,299,13,13,13,13,93,13,13,13
"G25000309251023","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"925102","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039251023",,,"Block Group 3, Census Tract 9251.02, Berkshire County, Massachusetts",544,513,0,0,0,0,31,0,0,0,"Block Group 3, Census Tract 9251.02, Berkshire County, Massachusetts",228,230,13,13,13,13,38,13,13,13
"G25000309251024","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"925102","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039251024",,,"Block Group 4, Census Tract 9251.02, Berkshire County, Massachusetts",711,663,23,0,0,0,0,25,0,25,"Block Group 4, Census Tract 9251.02, Berkshire County, Massachusetts",209,209,33,13,13,13,13,43,13,43
"G25000309251025","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"925102","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039251025",,,"Block Group 5, Census Tract 9251.02, Berkshire County, Massachusetts",1068,1056,0,0,0,0,0,12,0,12,"Block Group 5, Census Tract 9251.02, Berkshire County, Massachusetts",358,357,13,13,13,13,13,21,13,21
"G25000309261001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"926100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039261001",,,"Block Group 1, Census Tract 9261, Berkshire County, Massachusetts",1269,1269,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9261, Berkshire County, Massachusetts",325,325,13,13,13,13,13,13,13,13
"G25000309261002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"926100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039261002",,,"Block Group 2, Census Tract 9261, Berkshire County, Massachusetts",388,386,2,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9261, Berkshire County, Massachusetts",169,169,4,13,13,13,13,13,13,13
"G25000309261003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"926100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039261003",,,"Block Group 3, Census Tract 9261, Berkshire County, Massachusetts",610,610,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9261, Berkshire County, Massachusetts",222,222,13,13,13,13,13,13,13,13
"G25000309261004","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"926100","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039261004",,,"Block Group 4, Census Tract 9261, Berkshire County, Massachusetts",879,853,0,9,0,0,17,0,0,0,"Block Group 4, Census Tract 9261, Berkshire County, Massachusetts",286,287,13,18,13,13,25,13,13,13
"G25000309311001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"931100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039311001",,,"Block Group 1, Census Tract 9311, Berkshire County, Massachusetts",725,705,18,0,0,0,0,2,0,2,"Block Group 1, Census Tract 9311, Berkshire County, Massachusetts",129,126,25,13,13,13,13,5,13,5
"G25000309311002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"931100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039311002",,,"Block Group 2, Census Tract 9311, Berkshire County, Massachusetts",1054,1004,1,0,0,0,1,48,9,39,"Block Group 2, Census Tract 9311, Berkshire County, Massachusetts",145,151,2,13,13,13,2,30,13,29
"G25000309313001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"931300","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039313001",,,"Block Group 1, Census Tract 9313, Berkshire County, Massachusetts",742,707,0,0,0,0,9,26,0,26,"Block Group 1, Census Tract 9313, Berkshire County, Massachusetts",110,105,13,13,13,13,15,23,13,23
"G25000309313002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"931300","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039313002",,,"Block Group 2, Census Tract 9313, Berkshire County, Massachusetts",701,666,22,4,0,0,0,9,0,9,"Block Group 2, Census Tract 9313, Berkshire County, Massachusetts",151,149,20,5,13,13,13,9,13,9
"G25000309314001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"931400","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039314001",,,"Block Group 1, Census Tract 9314, Berkshire County, Massachusetts",938,803,0,0,12,0,0,123,102,21,"Block Group 1, Census Tract 9314, Berkshire County, Massachusetts",160,128,13,13,13,13,13,113,107,36
"G25000309314002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"931400","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039314002",,,"Block Group 2, Census Tract 9314, Berkshire County, Massachusetts",732,713,7,0,0,0,0,12,2,10,"Block Group 2, Census Tract 9314, Berkshire County, Massachusetts",92,90,9,13,13,13,13,9,3,9
"G25000309322001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"932200","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039322001",,,"Block Group 1, Census Tract 9322, Berkshire County, Massachusetts",487,448,13,10,7,0,3,6,0,6,"Block Group 1, Census Tract 9322, Berkshire County, Massachusetts",71,68,17,9,11,13,4,7,13,7
"G25000309322002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"932200","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039322002",,,"Block Group 2, Census Tract 9322, Berkshire County, Massachusetts",1130,1056,5,0,2,0,35,32,32,0,"Block Group 2, Census Tract 9322, Berkshire County, Massachusetts",254,242,7,13,3,13,34,41,41,13
"G25000309322003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"932200","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039322003",,,"Block Group 3, Census Tract 9322, Berkshire County, Massachusetts",882,829,9,0,0,0,0,44,6,38,"Block Group 3, Census Tract 9322, Berkshire County, Massachusetts",132,122,8,13,13,13,13,42,11,40
"G25000309323001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"932300","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039323001",,,"Block Group 1, Census Tract 9323, Berkshire County, Massachusetts",482,474,0,0,0,8,0,0,0,0,"Block Group 1, Census Tract 9323, Berkshire County, Massachusetts",187,187,13,13,13,14,13,13,13,13
"G25000309323002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"932300","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039323002",,,"Block Group 2, Census Tract 9323, Berkshire County, Massachusetts",1239,1182,0,0,0,0,8,49,17,32,"Block Group 2, Census Tract 9323, Berkshire County, Massachusetts",221,217,13,13,13,13,13,45,25,37
"G25000309332001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"933200","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039332001",,,"Block Group 1, Census Tract 9332, Berkshire County, Massachusetts",513,492,5,0,4,0,12,0,0,0,"Block Group 1, Census Tract 9332, Berkshire County, Massachusetts",107,78,7,13,5,13,45,13,13,13
"G25000309332002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"933200","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039332002",,,"Block Group 2, Census Tract 9332, Berkshire County, Massachusetts",723,717,0,0,6,0,0,0,0,0,"Block Group 2, Census Tract 9332, Berkshire County, Massachusetts",202,200,13,13,14,13,13,13,13,13
"G25000309333001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"933300","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039333001",,,"Block Group 1, Census Tract 9333, Berkshire County, Massachusetts",980,968,4,0,0,0,4,4,0,4,"Block Group 1, Census Tract 9333, Berkshire County, Massachusetts",231,232,7,13,13,13,6,6,13,6
"G25000309333002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"933300","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039333002",,,"Block Group 2, Census Tract 9333, Berkshire County, Massachusetts",518,492,9,0,9,4,0,4,0,4,"Block Group 2, Census Tract 9333, Berkshire County, Massachusetts",108,100,12,13,14,8,13,9,13,9
"G25000309334001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"933400","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039334001",,,"Block Group 1, Census Tract 9334, Berkshire County, Massachusetts",710,696,0,7,0,0,0,7,0,7,"Block Group 1, Census Tract 9334, Berkshire County, Massachusetts",104,101,13,11,13,13,13,9,13,9
"G25000309334002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"933400","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039334002",,,"Block Group 2, Census Tract 9334, Berkshire County, Massachusetts",713,703,0,3,0,0,0,7,0,7,"Block Group 2, Census Tract 9334, Berkshire County, Massachusetts",176,177,13,5,13,13,13,10,13,10
"G25000309334003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"933400","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039334003",,,"Block Group 3, Census Tract 9334, Berkshire County, Massachusetts",891,856,16,0,3,0,5,11,1,10,"Block Group 3, Census Tract 9334, Berkshire County, Massachusetts",146,144,22,13,4,13,5,8,2,8
"G25000309342001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"934200","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039342001",,,"Block Group 1, Census Tract 9342, Berkshire County, Massachusetts",566,451,58,16,10,0,30,1,1,0,"Block Group 1, Census Tract 9342, Berkshire County, Massachusetts",124,116,79,20,12,13,47,2,2,13
"G25000309342002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"934200","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039342002",,,"Block Group 2, Census Tract 9342, Berkshire County, Massachusetts",606,572,3,0,13,2,0,16,0,16,"Block Group 2, Census Tract 9342, Berkshire County, Massachusetts",137,135,4,13,15,4,13,17,13,17
"G25000309343001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"934300","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039343001",,,"Block Group 1, Census Tract 9343, Berkshire County, Massachusetts",411,407,0,0,2,0,0,2,0,2,"Block Group 1, Census Tract 9343, Berkshire County, Massachusetts",83,83,13,13,3,13,13,4,13,4
"G25000309343002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"934300","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039343002",,,"Block Group 2, Census Tract 9343, Berkshire County, Massachusetts",1609,1529,0,43,1,1,34,1,0,1,"Block Group 2, Census Tract 9343, Berkshire County, Massachusetts",302,292,13,71,3,2,38,2,13,2
"G25000309351001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"935100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039351001",,,"Block Group 1, Census Tract 9351, Berkshire County, Massachusetts",243,222,0,0,0,0,8,13,8,5,"Block Group 1, Census Tract 9351, Berkshire County, Massachusetts",49,39,13,13,13,13,12,15,12,8
"G25000309351002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"935100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039351002",,,"Block Group 2, Census Tract 9351, Berkshire County, Massachusetts",657,572,8,0,33,0,0,44,37,7,"Block Group 2, Census Tract 9351, Berkshire County, Massachusetts",118,96,7,13,24,13,13,48,49,7
"G25000309351003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"935100","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039351003",,,"Block Group 3, Census Tract 9351, Berkshire County, Massachusetts",800,747,46,0,3,0,0,4,0,4,"Block Group 3, Census Tract 9351, Berkshire County, Massachusetts",108,102,46,13,4,13,13,8,13,8
"G25000309351004","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"935100","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039351004",,,"Block Group 4, Census Tract 9351, Berkshire County, Massachusetts",604,579,4,0,12,0,0,9,3,6,"Block Group 4, Census Tract 9351, Berkshire County, Massachusetts",111,109,6,13,12,13,13,9,4,9
"G25000309352001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"935200","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039352001",,,"Block Group 1, Census Tract 9352, Berkshire County, Massachusetts",1175,1078,1,0,78,0,1,17,13,4,"Block Group 1, Census Tract 9352, Berkshire County, Massachusetts",294,282,4,13,104,13,3,24,24,6
"G25000309352002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"935200","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039352002",,,"Block Group 2, Census Tract 9352, Berkshire County, Massachusetts",1313,1206,0,0,0,0,0,107,0,107,"Block Group 2, Census Tract 9352, Berkshire County, Massachusetts",401,367,13,13,13,13,13,106,13,106
"G25000309352003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"935200","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039352003",,,"Block Group 3, Census Tract 9352, Berkshire County, Massachusetts",872,841,0,0,31,0,0,0,0,0,"Block Group 3, Census Tract 9352, Berkshire County, Massachusetts",456,459,13,13,46,13,13,13,13,13
"G25000309352004","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"935200","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039352004",,,"Block Group 4, Census Tract 9352, Berkshire County, Massachusetts",666,571,0,0,95,0,0,0,0,0,"Block Group 4, Census Tract 9352, Berkshire County, Massachusetts",299,262,13,13,119,13,13,13,13,13
"G25000309352005","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"935200","5",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039352005",,,"Block Group 5, Census Tract 9352, Berkshire County, Massachusetts",735,707,28,0,0,0,0,0,0,0,"Block Group 5, Census Tract 9352, Berkshire County, Massachusetts",239,246,51,13,13,13,13,13,13,13
"G25000309353001","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"935300","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039353001",,,"Block Group 1, Census Tract 9353, Berkshire County, Massachusetts",750,720,0,0,0,0,0,30,18,12,"Block Group 1, Census Tract 9353, Berkshire County, Massachusetts",239,237,13,13,13,13,13,42,39,21
"G25000309353002","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"935300","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039353002",,,"Block Group 2, Census Tract 9353, Berkshire County, Massachusetts",1390,1148,34,0,46,0,154,8,8,0,"Block Group 2, Census Tract 9353, Berkshire County, Massachusetts",255,282,57,13,71,13,154,16,16,13
"G25000309353003","2016-2020","MA",,,"Massachusetts","25","Berkshire County","003",,,"935300","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250039353003",,,"Block Group 3, Census Tract 9353, Berkshire County, Massachusetts",1843,1608,8,27,0,0,8,192,10,182,"Block Group 3, Census Tract 9353, Berkshire County, Massachusetts",430,376,22,38,13,13,13,149,16,149
"G25000506001001","2016-2020","MA",,,"Massachusetts","25","Bristol County","005",,,"600100","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250056001001",,,"Block Group 1, Census Tract 6001, Bristol County, Massachusetts",2269,2025,220,5,0,0,0,19,15,4,"Block Group 1, Census Tract 6001, Bristol County, Massachusetts",377,388,295,11,13,13,13,37,28,10
"G25000506001002","2016-2020","MA",,,"Massachusetts","25","Bristol County","005",,,"600100","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250056001002",,,"Block Group 2, Census Tract 6001, Bristol County, Massachusetts",1813,1550,12,0,8,0,224,19,0,19,"Block Group 2, Census Tract 6001, Bristol County, Massachusetts",372,256,18,13,14,13,251,32,13,32
"G25000506002021","2016-2020","MA",,,"Massachusetts","25","Bristol County","005",,,"600202","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250056002021",,,"Block Group 1, Census Tract 6002.02, Bristol County, Massachusetts",2893,2702,40,0,57,0,18,76,20,56,"Block Group 1, Census Tract 6002.02, Bristol County, Massachusetts",428,441,53,13,58,13,26,66,29,47
"G25000506002022","2016-2020","MA",,,"Massachusetts","25","Bristol County","005",,,"600202","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250056002022",,,"Block Group 2, Census Tract 6002.02, Bristol County, Massachusetts",1127,951,0,0,0,0,43,133,0,133,"Block Group 2, Census Tract 6002.02, Bristol County, Massachusetts",291,211,13,13,13,13,53,165,13,165
"G25000506002023","2016-2020","MA",,,"Massachusetts","25","Bristol County","005",,,"600202","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250056002023",,,"Block Group 3, Census Tract 6002.02, Bristol County, Massachusetts",909,799,8,0,0,0,91,11,0,11,"Block Group 3, Census Tract 6002.02, Bristol County, Massachusetts",335,320,14,13,13,13,142,20,13,20
"G25000506002031","2016-2020","MA",,,"Massachusetts","25","Bristol County","005",,,"600203","1",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250056002031",,,"Block Group 1, Census Tract 6002.03, Bristol County, Massachusetts",1914,1782,0,0,132,0,0,0,0,0,"Block Group 1, Census Tract 6002.03, Bristol County, Massachusetts",480,490,13,13,124,13,13,13,13,13
"G25000506002032","2016-2020","MA",,,"Massachusetts","25","Bristol County","005",,,"600203","2",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250056002032",,,"Block Group 2, Census Tract 6002.03, Bristol County, Massachusetts",873,665,200,0,7,0,0,1,0,1,"Block Group 2, Census Tract 6002.03, Bristol County, Massachusetts",323,287,285,13,13,13,13,2,13,2
"G25000506002033","2016-2020","MA",,,"Massachusetts","25","Bristol County","005",,,"600203","3",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250056002033",,,"Block Group 3, Census Tract 6002.03, Bristol County, Massachusetts",1285,1225,47,0,0,0,0,13,0,13,"Block Group 3, Census Tract 6002.03, Bristol County, Massachusetts",434,464,74,13,13,13,13,19,13,19
"G25000506002034","2016-2020","MA",,,"Massachusetts","25","Bristol County","005",,,"600203","4",,,,,,,,,,,,,,,,,,,,,,,,,,"15000US250056002034",,,"Block Group 4, Census Tract 6002.03, Bristol County, Massachusetts",1974,1860,19,0,95,0,0,0,0,0,"Block Group 4, Census Tract 6002.03, Bristol County, Massachusetts",396,395,33,13,149,13,13,13,13,13
